192	10800	5.721534344641804E7
192	10830	5.6775991425110646E7
192	10860	5.6336667571901165E7
192	10890	5.589737316892357E7
192	10920	5.5458041013687015E7
192	10950	5.501868914157525E7
192	10980	5.4579366840811424E7
192	11010	5.414007476505733E7
192	11040	5.370073395917828E7
192	11070	5.326138266129208E7
192	11100	5.282206232280625E7
192	11130	5.2382772962469995E7
192	11160	5.1943422528666794E7
192	11190	5.1504072625905804E7
192	11220	5.1064753743570834E7
192	11250	5.062546755026231E7
192	11280	5.018610612915322E7
192	11310	4.974675744561096E7
192	11340	4.930744132346612E7
192	11370	4.886815845667519E7
192	11400	4.842878552016068E7
192	11430	4.798943855621104E7
192	11460	4.755012511570046E7
192	11490	4.711084073956173E7
192	11520	4.667146127667843E7
192	11550	4.62321157738664E7
192	11580	4.579280585996264E7
192	11610	4.535351132108846E7
192	11640	4.491413267261617E7
192	11670	4.4474789993849166E7
192	11700	4.403548408726095E7
192	11730	4.359617749756671E7
192	11760	4.315680039480317E7
192	11790	4.271746072751338E7
192	11820	4.227815942975356E7
192	11850	4.183883947613651E7
192	11880	4.139946417213087E7
192	11910	4.096012821708404E7
192	11940	4.052083260907441E7
192	11970	4.0081497436648875E7
192	12000	3.964212457426254E7
192	12030	3.920279285992289E7
192	12060	3.8763503223673955E7
192	12090	3.832415151972048E7
192	12120	3.7884781883191876E7
192	12150	3.744545490330933E7
192	12180	3.7006172584981315E7
192	12210	3.656680189459519E7
192	12240	3.6127436264484644E7
192	12270	3.568811573151711E7
192	12300	3.524884217813163E7
192	12330	3.48094490458064E7
192	12360	3.437008788082693E7
192	12390	3.393077457164194E7
192	12420	3.3491496554208025E7
192	12450	3.305209284481033E7
192	12480	3.2612737420198426E7
192	12510	3.2173432739725575E7
192	12540	3.17341336425798E7
192	12570	3.12947341073189E7
192	12600	3.0855385940562256E7
192	12630	3.041609135167429E7
192	12660	2.997676701358703E7
192	12690	2.9537372629527804E7
192	12720	2.9098033281834215E7
192	12750	2.8658750924329653E7
192	12780	2.8219397427815054E7
192	12810	2.7780010070724476E7
192	12840	2.7340681116906535E7
192	12870	2.690141365230596E7
192	12900	2.6462025360807903E7
192	12930	2.6022646588718824E7
192	12960	2.558333058191522E7
192	12990	2.5144080317691475E7
192	13020	2.470465117928223E7
192	13050	2.426528369077943E7
192	13080	2.3825983642508745E7
192	13110	2.3386700719619006E7
192	13140	2.2947277234398246E7
192	13170	2.250792373501088E7
192	13200	2.20686437891255E7
192	13230	2.1629316547316253E7
192	13260	2.1189904972134493E7
192	13290	2.0750568843075458E7
192	13320	2.0311313886467215E7
192	13350	1.987193254803197E7
192	13380	1.9432535986299865E7
192	13410	1.8993222783539493E7
192	13440	1.855399919256679E7
192	13470	1.811455043220537E7
192	13500	1.7675173783746276E7
192	13530	1.723589073166066E7
192	13560	1.6796619350795604E7
192	13590	1.6357173019855268E7
192	13620	1.5917824682536691E7
192	13650	1.5478580413061209E7
192	13680	1.5039228769727163E7
192	13710	1.4599807068213753E7
192	13740	1.4160495512729373E7
192	13770	1.3721304326211434E7
192	13800	1.3281845728506582E7
192	13830	1.2842459367579123E7
192	13860	1.2403200454471689E7
