150	5.103067966091208E10
151	4.9860155728936874E10
152	4.868880646368279E10
153	4.7516537222104576E10
154	4.634325358354145E10
155	4.516886144026912E10
156	4.399326709027611E10
157	4.281637733284471E10
158	4.163809957082863E10
159	4.045834192530554E10
160	3.927701335264665E10
161	3.809402376374065E10
162	3.6909284160742836E10
163	3.5722706781826485E10
164	3.453420524391417E10
165	3.3343694712643192E10
166	3.215109206770149E10
167	3.0956316093535698E10
168	2.9759287674441658E10
169	2.8559930008334988E10
170	2.7358168834262054E10
171	2.6153932679328762E10
172	2.4947153122703228E10
173	2.3737765081496166E10
174	2.2525707120635757E10
175	2.131092178071896E10
176	2.0093355950387924E10
177	1.8872961244890335E10
178	1.7649694441805153E10
179	1.6423517936877731E10
180	1.519440025335413E10
181	1.3962316580788166E10
182	1.2727249391556795E10
183	1.1489189077264559E10
184	1.024813468340329E10
185	9.004094686909306E9
186	7.757087860580035E9
187	6.507144227240833E9
188	5.25430610831743E9
189	3.9986292670391817E9
190	2.740184188687252E9
191	1.4790574820209727E9
192	2.153534552941185E8
193	1.0436958656166399E9
194	2.3121547876662145E9
195	3.5827534376926184E9
196	4.855297597905519E9
197	6.129564734962114E9
198	7.405301150594306E9
199	8.682218840178104E9
200	9.959992029956871E9
201	1.1238253384268911E10
202	1.251658986764234E10
203	1.3794538245175035E10
204	1.50715802419617E10
205	1.6347137392562748E10
206	1.76205656266127E10
207	1.8891149701126907E10
208	2.015809763069966E10
209	2.1420535324006287E10
210	2.2677501761573696E10
211	2.3927945086518738E10
212	2.5170720177097603E10
213	2.640458830675539E10
214	2.7628219663984222E10
215	2.8840199514830513E10
216	3.0039038803636288E10
217	3.122318981180547E10
218	3.2391067221102177E10
219	3.354107440666052E10
220	3.467163420056164E10
221	3.5781222604620224E10
222	3.6868403353207954E10
223	3.7931860752769424E10
224	3.897042820471745E10
225	3.998311017700865E10
226	4.096909610843251E10
227	4.192776570781728E10
228	4.285868603765611E10
229	4.376160158006368E10
230	4.4636418937484146E10
231	4.5483188027775154E10
232	4.6302081497034775E10
233	4.709337382868231E10
234	4.785742125268943E10
235	4.859464321730572E10
236	4.930550584071267E10
237	4.9990507531458275E10
238	5.065016677831136E10
239	5.128501197974084E10
240	5.189557312788824E10
